purchase_id,purchase_time,purchase_price,payment_status,store_id,buyer_id,product_id
6980398,1/2/2021,1054421,waiting,1338185,2017040,9575659
6980077,1/2/2021,1221024,paid,1337864,2020179,2838846
6980443,1/2/2021,1239503,paid,1338230,2017925,5279742
6980082,1/2/2021,178620,waiting,1337869,2018682,10053443
6980562,1/2/2021,621544,waiting,1338349,2018377,6096314
6979953,1/2/2021,435984,waiting,1337740,2017446,5232763
6980446,1/2/2021,901032,cancel,1338233,2018073,6757674
6980230,1/2/2021,371280,cancel,1338017,2019554,7459093
6980237,1/2/2021,1100972,cancel,1338024,2018006,7497288
6979941,1/2/2021,103628,paid,1337728,2020830,8475352
6980316,1/2/2021,876799,paid,1338103,2017709,6932915
6980474,1/2/2021,576759,paid,1338261,2017182,7555694
6980777,1/2/2021,1021176,paid,1338564,2020054,10357628
6980202,1/2/2021,146270,paid,1337989,2017670,9426205
6980615,1/2/2021,1058700,paid,1338402,2018245,3687100
6980796,1/2/2021,805156,paid,1338583,2019713,9961486
6980547,1/2/2021,443280,paid,1338334,2020640,5224962
6980025,1/2/2021,848718,paid,1337812,2019164,6146241
6980002,1/2/2021,856320,paid,1337789,2020648,4683599
6980563,1/2/2021,796355,paid,1338350,2019044,6270979
6979998,1/2/2021,786672,waiting,1337785,2017803,6426145
6980026,1/2/2021,1233498,paid,1337813,2019017,3241161
6980707,1/2/2021,1227879,paid,1338494,2018842,4510898
6980182,1/2/2021,254592,paid,1337969,2017824,6096760
6980867,1/2/2021,262029,waiting,1338654,2019195,7376647
6980034,1/2/2021,138720,paid,1337821,2020539,10027987
6980266,1/2/2021,264423,waiting,1338053,2019862,4094953
6980334,1/2/2021,701220,cancel,1338121,2019732,4235559
6980033,1/2/2021,916461,paid,1337820,2017889,4652449
6980446,1/2/2021,1161732,paid,1338233,2017593,3924312
6980343,1/2/2021,301346,paid,1338130,2020456,7299092
6980531,1/2/2021,173424,paid,1338318,2018304,3509661
6980040,1/2/2021,273467,paid,1337827,2017617,3846343
6980555,1/2/2021,1340545,cancel,1338342,2020327,8342516
6980062,1/2/2021,1157758,paid,1337849,2018735,3447230
6980690,1/3/2021,819888,waiting,1338477,2019969,4570110
6980049,1/3/2021,925190,cancel,1337836,2017808,9491214
6979883,1/3/2021,254049,cancel,1337670,2017543,2883905
6979892,1/3/2021,615982,paid,1337679,2020668,4807756
6980190,1/3/2021,1053072,cancel,1337977,2019772,10377554
6980597,1/3/2021,131050,paid,1338384,2020355,7828365
6980614,1/3/2021,1139012,paid,1338401,2018446,6079667
6980431,1/3/2021,1359804,paid,1338218,2020202,5029868
6980258,1/3/2021,543619,paid,1338045,2019098,7639070
6980721,1/3/2021,605980,cancel,1338508,2017685,4698534
6980709,1/3/2021,619626,cancel,1338496,2018864,4462947
6980429,1/3/2021,484272,cancel,1338216,2019064,3969042
6979994,1/3/2021,1241340,cancel,1337781,2019963,5568644
6980867,1/3/2021,970783,paid,1338654,2017393,2737092
6980182,1/3/2021,26552,paid,1337969,2018052,9513214
6980759,1/3/2021,823683,paid,1338546,2018182,6269228
6980560,1/3/2021,233716,paid,1338347,2018641,8538564
6980757,1/3/2021,874551,cancel,1338544,2020201,6446789
6980328,1/3/2021,802024,paid,1338115,2017791,8458521
6980831,1/3/2021,207675,paid,1338618,2020450,7082523
6980808,1/3/2021,522396,paid,1338595,2017467,8315653
6980234,1/3/2021,1290096,cancel,1338021,2019493,9317244
6980167,1/3/2021,1017360,paid,1337954,2019478,5227890
6980824,1/3/2021,535284,waiting,1338611,2019206,5145901
6979966,1/3/2021,1044658,cancel,1337753,2019826,9428048
6980540,1/3/2021,373005,paid,1338327,2018070,5892512
6980748,1/3/2021,754800,cancel,1338535,2020499,5701045
6980577,1/3/2021,431790,paid,1338364,2017783,8487783
6979978,1/3/2021,41628,paid,1337765,2018611,8993198
6980300,1/3/2021,589512,paid,1338087,2017167,3403654
6980519,1/3/2021,582384,paid,1338306,2019384,4296426
6979897,1/3/2021,835676,cancel,1337684,2018660,8536422
6980849,1/3/2021,914996,paid,1338636,2017362,10285240
6980745,1/3/2021,1155849,paid,1338532,2020480,9702694
6980123,1/3/2021,323334,waiting,1337910,2017631,3649808
6980011,1/3/2021,533676,paid,1337798,2017745,6276712
6979954,1/3/2021,1274830,paid,1337741,2017487,8633182
6980100,1/3/2021,681002,paid,1337887,2020814,6309600
6980422,1/3/2021,233971,paid,1338209,2018799,9910239
6980131,1/3/2021,707670,paid,1337918,2017924,9941607
6980117,1/3/2021,640215,paid,1337904,2017419,6543797
6980870,1/3/2021,826584,paid,1338657,2018023,4998916
6980656,1/3/2021,293360,paid,1338443,2017325,7173913
6980736,1/3/2021,278880,paid,1338523,2018827,6638526
6980343,1/3/2021,258372,paid,1338130,2020728,8617561
6980226,1/3/2021,13138,paid,1338013,2019817,8563773
6979929,1/3/2021,577500,waiting,1337716,2018803,2616448
6980523,1/3/2021,260440,paid,1338310,2020674,4167628
6979945,1/3/2021,758420,paid,1337732,2018912,9269360
6980635,1/3/2021,779683,cancel,1338422,2019689,6823587
6979976,1/3/2021,478100,waiting,1337763,2018008,3201390
6980196,1/3/2021,379938,paid,1337983,2019353,4800476
6980836,1/3/2021,640700,paid,1338623,2019469,9900382
6980054,1/3/2021,707616,paid,1337841,2019282,7656401
6980258,1/3/2021,161942,waiting,1338045,2019323,10225393
6980223,1/3/2021,1027728,paid,1338010,2017312,3410431
6980823,1/3/2021,464135,cancel,1338610,2020638,3342649
6980622,1/4/2021,1262261,paid,1338409,2018186,3457074
6980147,1/4/2021,313848,cancel,1337934,2017832,8953252
6980646,1/4/2021,117450,cancel,1338433,2019314,7533978
6979984,1/4/2021,954856,paid,1337771,2017148,5515265
6979932,1/4/2021,109352,waiting,1337719,2018863,8748427
6980705,1/4/2021,543641,cancel,1338492,2018518,3362051
6980349,1/4/2021,658800,waiting,1338136,2018736,5850456
6980227,1/4/2021,1382388,paid,1338014,2017856,7065960
6980108,1/4/2021,229296,waiting,1337895,2018350,3755781
6980652,1/4/2021,1082320,paid,1338439,2019242,7688946
6980457,1/4/2021,921426,paid,1338244,2018216,8572119
6980343,1/4/2021,14743,paid,1338130,2018992,3513961
6980395,1/4/2021,1002540,waiting,1338182,2017703,3922886
6979889,1/4/2021,743472,paid,1337676,2020267,10252607
6980679,1/4/2021,1296556,waiting,1338466,2018777,5912488
6980750,1/4/2021,184590,paid,1338537,2018415,4478671
6980123,1/4/2021,1353625,waiting,1337910,2020591,3685751
6980700,1/4/2021,157020,paid,1338487,2018913,9863093
6979998,1/4/2021,1387973,paid,1337785,2019547,8138582
6980387,1/4/2021,563628,waiting,1338174,2019221,9987135
6980051,1/4/2021,1082406,paid,1337838,2020718,5508851
6979891,1/4/2021,1102086,paid,1337678,2017797,3600613
6980092,1/4/2021,421984,cancel,1337879,2019052,5903889
6980277,1/4/2021,83856,paid,1338064,2019167,6853416
6979915,1/4/2021,757944,cancel,1337702,2020016,8713941
6979908,1/4/2021,773314,waiting,1337695,2017852,10306213
6980432,1/4/2021,121356,waiting,1338219,2018296,9293710
6980117,1/4/2021,522000,waiting,1337904,2020557,5860114
6980337,1/4/2021,1270720,waiting,1338124,2019299,7016066
6980255,1/4/2021,697104,paid,1338042,2019182,3038536
6980446,1/4/2021,201765,paid,1338233,2018901,10066401
6980333,1/4/2021,819308,paid,1338120,2018505,10349900
6980716,1/4/2021,1009434,cancel,1338503,2020525,4467260
6980657,1/4/2021,1001516,cancel,1338444,2019857,4585430
6980712,1/4/2021,1375848,paid,1338499,2017249,5705500
6980289,1/4/2021,997094,paid,1338076,2018823,6918413
6980339,1/4/2021,409650,waiting,1338126,2020448,6995369
6979964,1/4/2021,1055040,waiting,1337751,2018247,6759683
6979981,1/4/2021,156552,cancel,1337768,2020479,6380165
6980613,1/4/2021,155287,paid,1338400,2018544,5543396
6980673,1/4/2021,1203369,paid,1338460,2017478,6790804
6980694,1/4/2021,741744,waiting,1338481,2017822,5631991
6979964,1/4/2021,1316564,cancel,1337751,2018483,5911932
6980091,1/4/2021,679872,cancel,1337878,2019494,8270045
6980061,1/4/2021,1210302,paid,1337848,2018778,6946776
6980501,1/4/2021,1288515,paid,1338288,2018670,4710556
6980532,1/4/2021,528411,paid,1338319,2019628,3585107
6980308,1/4/2021,1166176,paid,1338095,2018554,5173244
6980586,1/4/2021,198405,paid,1338373,2018593,7739851
6980818,1/4/2021,568230,waiting,1338605,2018187,5709247
6980118,1/4/2021,1119806,paid,1337905,2017110,6748017
6980816,1/4/2021,779272,paid,1338603,2019182,10440844
6980508,1/4/2021,1414551,paid,1338295,2019054,9747921
6980221,1/4/2021,726948,paid,1338008,2016897,4217830
6980561,1/4/2021,1196580,cancel,1338348,2018981,9250614
6980629,1/4/2021,250342,cancel,1338416,2018857,3139549
6980079,1/4/2021,313320,cancel,1337866,2017798,8317611
6980471,1/4/2021,57432,waiting,1338258,2019511,3967205
6980576,1/4/2021,1304540,paid,1338363,2017320,9036816
6980227,1/4/2021,477855,paid,1338014,2017803,9325314
6980627,1/4/2021,986748,waiting,1338414,2019501,8504436
6980639,1/4/2021,1002378,paid,1338426,2018516,10189155
6980591,1/4/2021,151085,paid,1338378,2019012,4958337
6980384,1/4/2021,1049440,paid,1338171,2018469,7432019
6980682,1/5/2021,1018710,paid,1338469,2020295,5509443
6980614,1/5/2021,1374664,cancel,1338401,2017688,2607429
6980866,1/5/2021,833321,paid,1338653,2018191,6979411
6980248,1/5/2021,1324778,cancel,1338035,2020285,6951355
6980455,1/5/2021,1162240,paid,1338242,2018334,6485060
6980075,1/5/2021,1132092,paid,1337862,2019361,3642875
6980264,1/5/2021,741125,waiting,1338051,2018483,4550644
6980244,1/5/2021,647988,waiting,1338031,2018257,9122174
6980741,1/5/2021,698691,cancel,1338528,2020685,4422546
6979910,1/5/2021,1198736,waiting,1337697,2017606,8338392
6980484,1/5/2021,1339965,waiting,1338271,2017257,3695999
6980211,1/5/2021,1138698,paid,1337998,2020003,9079332
6980239,1/5/2021,926848,cancel,1338026,2019932,5997188
6980570,1/5/2021,43455,paid,1338357,2019413,2559609
6980207,1/5/2021,117312,paid,1337994,2019512,3432775
6980064,1/5/2021,1063012,paid,1337851,2018017,7718364
6979955,1/5/2021,1395927,cancel,1337742,2017401,7321869
6980351,1/5/2021,322152,paid,1338138,2018899,3920060
6980771,1/5/2021,161975,paid,1338558,2017095,6881416
6980647,1/5/2021,918890,waiting,1338434,2019957,9409225
6980605,1/5/2021,373626,waiting,1338392,2017739,4200169
6980838,1/5/2021,977760,waiting,1338625,2019766,5198141
6980273,1/5/2021,695808,waiting,1338060,2020603,9385962
6980800,1/5/2021,713952,paid,1338587,2019412,8465152
6979943,1/5/2021,179751,waiting,1337730,2018835,7741646
6980054,1/5/2021,398344,paid,1337841,2020642,3402738
6979968,1/5/2021,1057200,paid,1337755,2019900,3539697
6980106,1/5/2021,1053682,paid,1337893,2017290,9131873
6980824,1/5/2021,959548,paid,1338611,2019761,6155876
6980469,1/5/2021,787797,cancel,1338256,2017159,7907618
6980658,1/5/2021,1438752,cancel,1338445,2019814,2609018
6980414,1/5/2021,1432400,paid,1338201,2017389,7645605
6980195,1/5/2021,734832,waiting,1337982,2019691,8180291
6980100,1/5/2021,854224,paid,1337887,2019369,5626915
6980707,1/5/2021,147230,cancel,1338494,2017190,6652307
6980117,1/5/2021,900657,paid,1337904,2019582,3415080
6980072,1/5/2021,1432416,paid,1337859,2016925,4792414
6980745,1/5/2021,882368,paid,1338532,2020053,7924471
6980095,1/5/2021,70230,paid,1337882,2018405,10240106
6980514,1/5/2021,228672,cancel,1338301,2018847,10173538
6980598,1/5/2021,349675,waiting,1338385,2019059,6593302
6980199,1/5/2021,361062,paid,1337986,2018130,10419831
6980396,1/5/2021,1229520,waiting,1338183,2020773,3773400
6980075,1/5/2021,745218,paid,1337862,2020401,3240606
6980846,1/5/2021,1276821,waiting,1338633,2020253,2938232
6980812,1/5/2021,1164236,cancel,1338599,2019030,5535661
6980794,1/5/2021,1268372,waiting,1338581,2018950,4997927
6980629,1/5/2021,302910,waiting,1338416,2020235,3390557
6980489,1/5/2021,949026,paid,1338276,2018690,3184664
6980015,1/5/2021,739827,paid,1337802,2019866,7144661
6980442,1/5/2021,228864,waiting,1338229,2018834,6487216
6980406,1/5/2021,1257660,paid,1338193,2017664,7947991
6979966,1/5/2021,149655,waiting,1337753,2019826,6673513
6980351,1/5/2021,1047766,paid,1338138,2019388,7669269
6980306,1/5/2021,461020,cancel,1338093,2019663,7660378
6980368,1/5/2021,267406,paid,1338155,2017929,7717524
6980231,1/5/2021,748384,cancel,1338018,2019442,6301774
6980692,1/6/2021,331488,paid,1338479,2018343,5444692
6979922,1/6/2021,134640,paid,1337709,2019413,4095603
6980306,1/6/2021,991200,cancel,1338093,2020612,7225640
6980428,1/6/2021,543192,paid,1338215,2019582,2497586
6980705,1/6/2021,519085,paid,1338492,2020388,6095606
6980688,1/6/2021,180063,cancel,1338475,2018512,5695318
6979981,1/6/2021,14620,cancel,1337768,2018365,2661887
6980878,1/6/2021,1480050,cancel,1338665,2017654,7488661
6979965,1/6/2021,1320030,cancel,1337752,2019281,3377899
6980417,1/6/2021,233257,paid,1338204,2018048,6959996
6980281,1/6/2021,704548,cancel,1338068,2017734,8763898
6980708,1/6/2021,925184,paid,1338495,2019580,9605351
6980108,1/6/2021,544596,waiting,1337895,2017413,8020463
6980031,1/6/2021,89952,waiting,1337818,2018660,9090666
6980475,1/6/2021,1083212,paid,1338262,2018563,9447023
6980128,1/6/2021,399196,cancel,1337915,2018454,5169953
6980513,1/6/2021,1248072,paid,1338300,2019899,3673451
6980510,1/6/2021,904704,paid,1338297,2018985,8598664
6980662,1/6/2021,53252,paid,1338449,2018099,6169316
6980057,1/6/2021,412468,cancel,1337844,2020547,7957742
6980266,1/6/2021,583000,paid,1338053,2020028,3767855
6979936,1/6/2021,103740,paid,1337723,2018818,5753977
6980608,1/6/2021,742482,paid,1338395,2019741,8619141
6980190,1/6/2021,1005252,cancel,1337977,2019482,10341770
6980038,1/6/2021,1298304,waiting,1337825,2020735,7921346
6980538,1/6/2021,302841,cancel,1338325,2018274,8902004
6980374,1/6/2021,860706,waiting,1338161,2018484,8395341
6980544,1/6/2021,863460,cancel,1338331,2017293,7944270
6980659,1/6/2021,592020,waiting,1338446,2018848,9345582
6980234,1/6/2021,897884,cancel,1338021,2019077,9350740
6980214,1/6/2021,433590,waiting,1338001,2019199,4563323
6980708,1/6/2021,201068,waiting,1338495,2020468,4685703
6980499,1/6/2021,309561,paid,1338286,2019314,10396280
6980307,1/6/2021,926900,paid,1338094,2018794,7179514
6980027,1/6/2021,848799,waiting,1337814,2016888,6460128
6980067,1/6/2021,846886,paid,1337854,2016942,2687267
6980218,1/6/2021,39420,waiting,1338005,2019961,3916505
6980180,1/6/2021,309232,paid,1337967,2018712,8715652
6980631,1/6/2021,842460,paid,1338418,2018934,4800182
6980417,1/6/2021,367108,paid,1338204,2018048,6455423
6980847,1/6/2021,1162308,cancel,1338634,2020185,4306340
6980370,1/6/2021,453440,paid,1338157,2020355,8657094
6980123,1/6/2021,79494,paid,1337910,2018870,8411963
6979944,1/6/2021,393228,paid,1337731,2020590,2942856
6980755,1/6/2021,396780,cancel,1338542,2020376,5166941
6980170,1/6/2021,1372588,paid,1337957,2019081,4758648
6980324,1/6/2021,362258,waiting,1338111,2017207,7317197
6980167,1/6/2021,1234200,paid,1337954,2017265,5570684
6980154,1/6/2021,529910,cancel,1337941,2020745,9283186
6980251,1/7/2021,730900,paid,1338038,2018299,4202086
6980075,1/7/2021,186654,cancel,1337862,2018300,5546683
6980208,1/7/2021,755514,paid,1337995,2018215,8738919
6980355,1/7/2021,545220,cancel,1338142,2017598,5894069
6980502,1/7/2021,1311858,paid,1338289,2016938,2900243
6980592,1/7/2021,1279959,paid,1338379,2017235,7097782
6980459,1/7/2021,1216869,cancel,1338246,2017868,7473802
6979967,1/7/2021,1107075,waiting,1337754,2018150,9674492
6980205,1/7/2021,631257,paid,1337992,2019307,3065109
6979939,1/7/2021,295113,paid,1337726,2019485,4249089
6980677,1/7/2021,568366,paid,1338464,2017641,2584155
6980511,1/7/2021,1096788,cancel,1338298,2017743,6693173
6979998,1/7/2021,1061416,cancel,1337785,2017803,9618596
6980068,1/7/2021,503272,cancel,1337855,2018566,8706105
6980698,1/7/2021,612122,waiting,1338485,2018496,9628221
6980795,1/7/2021,1136604,waiting,1338582,2018258,7070601
6979926,1/7/2021,728514,paid,1337713,2019881,8172416
6980798,1/7/2021,554580,paid,1338585,2018189,9551256
6980104,1/7/2021,391110,paid,1337891,2018540,6554964
6980673,1/7/2021,269730,paid,1338460,2017478,8720274
6980527,1/7/2021,1329525,paid,1338314,2018238,3646757
6980373,1/7/2021,54976,waiting,1338160,2020721,8386971
6980453,1/7/2021,388745,paid,1338240,2017043,5711352
6980601,1/7/2021,934932,paid,1338388,2017847,6515449
6980373,1/7/2021,551421,paid,1338160,2020280,10477058
6980567,1/7/2021,1340400,cancel,1338354,2018015,2539141
6980284,1/7/2021,722550,paid,1338071,2019672,2916069
6979932,1/7/2021,837081,paid,1337719,2017552,4672052
6980536,1/7/2021,859568,paid,1338323,2017973,4409209
6980014,1/7/2021,252773,waiting,1337801,2018893,3842845
6980845,1/7/2021,566046,waiting,1338632,2017301,7525915
6980176,1/7/2021,431160,paid,1337963,2020605,5614285
6980294,1/7/2021,727601,paid,1338081,2018429,9476707
6980012,1/7/2021,839728,cancel,1337799,2017742,7886026
6979967,1/7/2021,868672,waiting,1337754,2017456,9303660
6980531,1/7/2021,1237500,paid,1338318,2020278,8484071
6980459,1/7/2021,1481800,paid,1338246,2017868,8130201
6980602,1/7/2021,1399392,paid,1338389,2020629,5580213
6980810,1/7/2021,762552,paid,1338597,2020829,4867048
6980644,1/7/2021,226784,paid,1338431,2020106,8435078
6980344,1/7/2021,1306701,cancel,1338131,2018119,3640858
6979933,1/7/2021,928305,paid,1337720,2017984,9783902
6980683,1/7/2021,493990,paid,1338470,2019075,7911440
6980608,1/7/2021,1080464,paid,1338395,2017453,6438200
6980664,1/7/2021,243848,cancel,1338451,2019702,8036648
6980186,1/7/2021,462464,cancel,1337973,2017066,8978751
6980417,1/7/2021,853390,cancel,1338204,2019670,4152644
6980496,1/7/2021,1240881,paid,1338283,2016921,7834656
6980546,1/7/2021,1233720,waiting,1338333,2018370,4529686
6980041,1/7/2021,235568,paid,1337828,2018834,5903372
6980094,1/7/2021,70040,paid,1337881,2018168,4102079
6980189,1/7/2021,474870,paid,1337976,2018937,9520241
6980460,1/7/2021,806355,cancel,1338247,2020731,8402941
6980864,1/7/2021,572572,cancel,1338651,2019994,7078462
6980752,1/7/2021,849648,waiting,1338539,2017861,4190968
6980599,1/7/2021,238224,cancel,1338386,2019223,6974963
6980717,1/7/2021,350950,waiting,1338504,2020679,4048241
6980839,1/7/2021,193844,paid,1338626,2020499,3283471
6980027,1/7/2021,105408,paid,1337814,2019288,5366367
6979947,1/7/2021,575757,cancel,1337734,2018253,4634756
6979960,1/7/2021,653184,waiting,1337747,2017031,8162171
6980409,1/7/2021,1338792,paid,1338196,2019468,6132251
6980836,1/7/2021,428575,paid,1338623,2019301,9074912
6980401,1/7/2021,44265,paid,1338188,2017473,9315488
6980131,1/7/2021,692304,waiting,1337918,2017253,7836708
6980833,1/7/2021,1166640,paid,1338620,2017105,9593884
6980314,1/7/2021,946610,cancel,1338101,2017212,9791513
6980500,1/7/2021,1031175,paid,1338287,2017673,2951165
6980458,1/7/2021,729855,paid,1338245,2020638,7222446
6980560,1/7/2021,873960,cancel,1338347,2018830,5465758
6980504,1/8/2021,983733,paid,1338291,2020552,7265420
6980022,1/8/2021,699965,cancel,1337809,2020726,10139745
6980212,1/8/2021,83946,paid,1337999,2017533,9077772
6980270,1/8/2021,643776,paid,1338057,2017451,9619116
6980624,1/8/2021,880849,paid,1338411,2019631,4382422
6980451,1/8/2021,294084,paid,1338238,2020799,7333948
6980605,1/8/2021,260946,paid,1338392,2020103,9019385
6980815,1/8/2021,1377312,waiting,1338602,2020001,9746215
6980488,1/8/2021,207928,paid,1338275,2019683,9755231
6979992,1/8/2021,1330560,cancel,1337779,2017663,5826537
6980042,1/8/2021,939136,cancel,1337829,2017985,3511742
6980093,1/8/2021,433535,paid,1337880,2018501,3456655
6980168,1/8/2021,611938,paid,1337955,2017827,6360394
6980277,1/8/2021,493360,paid,1338064,2018802,4166243
6980397,1/8/2021,636778,paid,1338184,2019845,4459004
6980275,1/8/2021,315816,paid,1338062,2018656,5125705
6980090,1/8/2021,55976,waiting,1337877,2017895,5451452
6979895,1/8/2021,394800,paid,1337682,2017286,5583362
6980179,1/8/2021,427373,cancel,1337966,2018461,7954874
6980880,1/8/2021,1297205,paid,1338667,2017022,5075817
6980380,1/8/2021,703836,cancel,1338167,2017885,6208751
6979921,1/8/2021,450944,waiting,1337708,2017551,8092249
6980724,1/8/2021,1234127,cancel,1338511,2019286,9681690
6980203,1/8/2021,1027216,paid,1337990,2018703,10206472
6979905,1/8/2021,1064340,paid,1337692,2018258,9838308
6979922,1/8/2021,1330380,paid,1337709,2018749,8761001
6980630,1/8/2021,614208,paid,1338417,2016914,9258763
6980848,1/8/2021,1197036,waiting,1338635,2020558,5689306
6979912,1/8/2021,1121612,paid,1337699,2020056,7105704
6980810,1/8/2021,643728,paid,1338597,2018537,2629222
6980270,1/8/2021,1413324,paid,1338057,2017347,6240890
6979930,1/8/2021,1131675,paid,1337717,2017436,8053399
6980720,1/8/2021,247266,paid,1338507,2020744,9282408
6980815,1/8/2021,373724,paid,1338602,2019524,7906994
6980086,1/8/2021,1254960,waiting,1337873,2019747,9527125
6980312,1/8/2021,641115,paid,1338099,2018721,8095521
6980623,1/8/2021,165288,waiting,1338410,2019925,9373472
6980725,1/8/2021,303531,paid,1338512,2019647,7998282
6980437,1/8/2021,864384,paid,1338224,2016932,3875984
6980626,1/8/2021,1381632,waiting,1338413,2018760,8914680
6980559,1/8/2021,1167192,paid,1338346,2018026,7924213
6980642,1/8/2021,1108692,paid,1338429,2018046,6299528
6980330,1/8/2021,372250,paid,1338117,2020767,9734737
6980693,1/8/2021,884065,cancel,1338480,2019540,9324241
6980496,1/8/2021,1079200,paid,1338283,2017244,3198985
6980674,1/8/2021,1244570,paid,1338461,2018884,2556590
6980419,1/8/2021,897715,cancel,1338206,2020396,7707026
6980645,1/8/2021,217470,paid,1338432,2019750,3279406
6980483,1/8/2021,610965,waiting,1338270,2019499,5695410
6980540,1/8/2021,1412037,paid,1338327,2018070,8960522
6980388,1/9/2021,444840,paid,1338175,2020009,9964719
6980395,1/9/2021,1085948,paid,1338182,2018513,9660067
6980579,1/9/2021,978006,waiting,1338366,2018954,10419444
6980422,1/9/2021,883449,paid,1338209,2020508,5268525
6980326,1/9/2021,1100248,paid,1338113,2019440,8204375
6979955,1/9/2021,777924,paid,1337742,2018523,2980276
6980477,1/9/2021,442304,paid,1338264,2017100,6772983
6980000,1/9/2021,182238,waiting,1337787,2018194,5259960
6980322,1/9/2021,170628,paid,1338109,2018552,5137082
6980528,1/9/2021,1330355,paid,1338315,2018168,6577809
